review_text,rating,verified_purchase,helpful_votes,sentiment,review_text_normalized,review_text_normalized_tokens,review_text_normalized_tokens_no_stopwords,review_text_normalized_tokens_no_stopwords_lemmatized
Just received it and As expected from this brand. Five stars from me!,3,True,0,neutral,just received it and as expected from this brand. five stars from me!,"['just', 'received', 'it', 'and', 'as', 'expected', 'from', 'this', 'brand', 'five', 'stars', 'from', 'me']","['received', 'expected', 'brand', 'five', 'stars']","['received', 'expected', 'brand', 'five', 'star']"
<p>The screen resolution is perfect for watching movies. Not recommended.</p> Contact me: reviewer@email.com,5,True,22,positive,the screen resolution is perfect for watching movies. not recommended. contact me: reviewer@email.com,"['the', 'screen', 'resolution', 'is', 'perfect', 'for', 'watching', 'movies', 'not', 'recommended', 'contact', 'me', 'reviewer', 'email.com']","['screen', 'resolution', 'perfect', 'watching', 'movies', 'recommended', 'contact', 'reviewer', 'email.com']","['screen', 'resolution', 'perfect', 'watching', 'movie', 'recommended', 'contact', 'reviewer', 'email.com']"
"After using it for a month, Looks cheap and poorly made. Would buy again!",2,True,24,negative,"after using it for a month, looks cheap and poorly made. would buy again!","['after', 'using', 'it', 'for', 'month', 'looks', 'cheap', 'and', 'poorly', 'made', 'would', 'buy', 'again']","['using', 'month', 'looks', 'cheap', 'poorly', 'made', 'would', 'buy']","['using', 'month', 'look', 'cheap', 'poorly', 'made', 'would', 'buy']"
"<p>EDIT: After more use, Washes well, no fading or shrinking. Perfect fit! Very comfortable to wear all day. You get what you pay for.</p>",4,True,45,positive,"edit: after more use, washes well, no fading or shrinking. perfect fit! very comfortable to wear all day. you get what you pay for.","['edit', 'after', 'more', 'use', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day', 'you', 'get', 'what', 'you', 'pay', 'for']","['edit', 'use', 'washes', 'well', 'fading', 'shrinking', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'get', 'pay']","['edit', 'use', 'wash', 'well', 'fading', 'shrinking', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'get', 'pay']"
"EDIT: After more use, Runs very small, order 2 sizes up! Overpriced for such low quality. Disappointed overall.",1,True,14,negative,"edit: after more use, runs very small, order 2 sizes up! overpriced for such low quality. disappointed overall.","['edit', 'after', 'more', 'use', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'overpriced', 'for', 'such', 'low', 'quality', 'disappointed', 'overall']","['edit', 'use', 'runs', 'small', 'order', 'sizes', 'overpriced', 'low', 'quality', 'disappointed', 'overall']","['edit', 'use', 'run', 'small', 'order', 'size', 'overpriced', 'low', 'quality', 'disappointed', 'overall']"
"In my opinion, True to size, the measurements were accurate. One star is too generous.",5,True,13,positive,"in my opinion, true to size, the measurements were accurate. one star is too generous.","['in', 'my', 'opinion', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'one', 'star', 'is', 'too', 'generous']","['opinion', 'true', 'size', 'measurements', 'accurate', 'one', 'star', 'generous']","['opinion', 'true', 'size', 'measurement', 'accurate', 'one', 'star', 'generous']"
"My experience: Poor build quality, feels cheap and plastic. Perfect for my needs.",2,True,13,negative,"my experience: poor build quality, feels cheap and plastic. perfect for my needs.","['my', 'experience', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'perfect', 'for', 'my', 'needs']","['experience', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'perfect', 'needs']","['experience', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'perfect', 'need']"
"<p>EDIT: After more use, Difficult to clean, parts don't come apart easily. Difficult to clean, parts don't come apart easily. Not recommended.</p> Check my blog: www.reviews.com/mypost",2,True,2,negative,"edit: after more use, difficult to clean, parts don't come apart easily. difficult to clean, parts don't come apart easily. not recommended. check my blog:","['edit', 'after', 'more', 'use', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'not', 'recommended', 'check', 'my', 'blog']","['edit', 'use', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'recommended', 'check', 'blog']","['edit', 'use', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'recommended', 'check', 'blog']"
"Great build quality, feels premium and solid. The display is absolutely stunning. Colors are vibrant and sharp. One star is too generous.",5,True,35,positive,"great build quality, feels premium and solid. the display is absolutely stunning. colors are vibrant and sharp. one star is too generous.","['great', 'build', 'quality', 'feels', 'premium', 'and', 'solid', 'the', 'display', 'is', 'absolutely', 'stunning', 'colors', 'are', 'vibrant', 'and', 'sharp', 'one', 'star', 'is', 'too', 'generous']","['great', 'build', 'quality', 'feels', 'premium', 'solid', 'display', 'absolutely', 'stunning', 'colors', 'vibrant', 'sharp', 'one', 'star', 'generous']","['great', 'build', 'quality', 'feel', 'premium', 'solid', 'display', 'absolutely', 'stunning', 'color', 'vibrant', 'sharp', 'one', 'star', 'generous']"
"In my opinion, Setup was incredibly easy, connected right away. Camera quality exceeded my expectations, photos are crisp. One star is too generous.",5,True,29,positive,"in my opinion, setup was incredibly easy, connected right away. camera quality exceeded my expectations, photos are crisp. one star is too generous.","['in', 'my', 'opinion', 'setup', 'was', 'incredibly', 'easy', 'connected', 'right', 'away', 'camera', 'quality', 'exceeded', 'my', 'expectations', 'photos', 'are', 'crisp', 'one', 'star', 'is', 'too', 'generous']","['opinion', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'camera', 'quality', 'exceeded', 'expectations', 'photos', 'crisp', 'one', 'star', 'generous']","['opinion', 'setup', 'incredibly', 'easy', 'connected', 'right', 'away', 'camera', 'quality', 'exceeded', 'expectation', 'photo', 'crisp', 'one', 'star', 'generous']"
"My experience: Washes well, no fading or shrinking. Not recommended.",5,True,12,positive,"my experience: washes well, no fading or shrinking. not recommended.","['my', 'experience', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'not', 'recommended']","['experience', 'washes', 'well', 'fading', 'shrinking', 'recommended']","['experience', 'wash', 'well', 'fading', 'shrinking', 'recommended']"
"I must say, Camera is terrible, blurry photos even in daylight. Sound quality is awful, tinny and distorted. Disappointed overall.",1,False,26,negative,"i must say, camera is terrible, blurry photos even in daylight. sound quality is awful, tinny and distorted. disappointed overall.","['must', 'say', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'disappointed', 'overall']","['must', 'say', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'disappointed', 'overall']","['must', 'say', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'disappointed', 'overall']"
"Honestly, Difficult to clean, parts don't come apart easily. Takes up too much space, too bulky. Total waste of money. Check my blog: www.reviews.com/mypost",2,True,11,negative,"honestly, difficult to clean, parts don't come apart easily. takes up too much space, too bulky. total waste of money. check my blog:","['honestly', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'total', 'waste', 'of', 'money', 'check', 'my', 'blog']","['honestly', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'takes', 'much', 'space', 'bulky', 'total', 'waste', 'money', 'check', 'blog']","['honestly', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'take', 'much', 'space', 'bulky', 'total', 'waste', 'money', 'check', 'blog']"
"In my opinion, Way too loud, sounds like a jet engine. Difficult to clean, parts don't come apart easily. Would buy again!",1,True,29,negative,"in my opinion, way too loud, sounds like a jet engine. difficult to clean, parts don't come apart easily. would buy again!","['in', 'my', 'opinion', 'way', 'too', 'loud', 'sounds', 'like', 'jet', 'engine', 'difficult', 'to', 'clean', 'parts', 'do', ""n't"", 'come', 'apart', 'easily', 'would', 'buy', 'again']","['opinion', 'way', 'loud', 'sounds', 'like', 'jet', 'engine', 'difficult', 'clean', 'parts', ""n't"", 'come', 'apart', 'easily', 'would', 'buy']","['opinion', 'way', 'loud', 'sound', 'like', 'jet', 'engine', 'difficult', 'clean', 'part', ""n't"", 'come', 'apart', 'easily', 'would', 'buy']"
"In my opinion, Washes well, no fading or shrinking. Excellent quality fabric, feels soft and durable. Disappointed overall.",5,True,34,positive,"in my opinion, washes well, no fading or shrinking. excellent quality fabric, feels soft and durable. disappointed overall.","['in', 'my', 'opinion', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'and', 'durable', 'disappointed', 'overall']","['opinion', 'washes', 'well', 'fading', 'shrinking', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'durable', 'disappointed', 'overall']","['opinion', 'wash', 'well', 'fading', 'shrinking', 'excellent', 'quality', 'fabric', 'feel', 'soft', 'durable', 'disappointed', 'overall']"
"In my opinion, Perfect fit! Very comfortable to wear all day. Beautiful color, exactly as shown in pictures. Would buy again!",5,True,24,positive,"in my opinion, perfect fit! very comfortable to wear all day. beautiful color, exactly as shown in pictures. would buy again!","['in', 'my', 'opinion', 'perfect', 'fit', 'very', 'comfortable', 'to', 'wear', 'all', 'day', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'would', 'buy', 'again']","['opinion', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'would', 'buy']","['opinion', 'perfect', 'fit', 'comfortable', 'wear', 'day', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'would', 'buy']"
"<p>My experience: Runs very small, order 2 sizes up! Terrible fit, way too small even though I ordered my size. Highly recommend!</p>",1,True,19,negative,"my experience: runs very small, order 2 sizes up! terrible fit, way too small even though i ordered my size. highly recommend!","['my', 'experience', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'highly', 'recommend']","['experience', 'runs', 'small', 'order', 'sizes', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'highly', 'recommend']","['experience', 'run', 'small', 'order', 'size', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'highly', 'recommend']"
"After using it for a month, Beautiful color, exactly as shown in pictures. True to size, the measurements were accurate. Would buy again!",5,True,35,positive,"after using it for a month, beautiful color, exactly as shown in pictures. true to size, the measurements were accurate. would buy again!","['after', 'using', 'it', 'for', 'month', 'beautiful', 'color', 'exactly', 'as', 'shown', 'in', 'pictures', 'true', 'to', 'size', 'the', 'measurements', 'were', 'accurate', 'would', 'buy', 'again']","['using', 'month', 'beautiful', 'color', 'exactly', 'shown', 'pictures', 'true', 'size', 'measurements', 'accurate', 'would', 'buy']","['using', 'month', 'beautiful', 'color', 'exactly', 'shown', 'picture', 'true', 'size', 'measurement', 'accurate', 'would', 'buy']"
"In my opinion, Color is completely different from the photos. Disappointed overall.",1,True,16,negative,"in my opinion, color is completely different from the photos. disappointed overall.","['in', 'my', 'opinion', 'color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'disappointed', 'overall']","['opinion', 'color', 'completely', 'different', 'photos', 'disappointed', 'overall']","['opinion', 'color', 'completely', 'different', 'photo', 'disappointed', 'overall']"
"Poor build quality, feels cheap and plastic. Camera is terrible, blurry photos even in daylight.",1,True,17,negative,"poor build quality, feels cheap and plastic. camera is terrible, blurry photos even in daylight.","['poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight']","['poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight']","['poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight']"
"<p>EDIT: After more use, Very slow, freezes constantly during use. Poor build quality, feels cheap and plastic. Highly recommend!</p>",2,True,3,negative,"edit: after more use, very slow, freezes constantly during use. poor build quality, feels cheap and plastic. highly recommend!","['edit', 'after', 'more', 'use', 'very', 'slow', 'freezes', 'constantly', 'during', 'use', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'highly', 'recommend']","['edit', 'use', 'slow', 'freezes', 'constantly', 'use', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'highly', 'recommend']","['edit', 'use', 'slow', 'freeze', 'constantly', 'use', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'highly', 'recommend']"
"<p>Overall, Works like a charm! Makes perfect coffee every morning. Sturdy design, built to last. You get what you pay for.</p>",4,True,23,positive,"overall, works like a charm! makes perfect coffee every morning. sturdy design, built to last. you get what you pay for.","['overall', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'sturdy', 'design', 'built', 'to', 'last', 'you', 'get', 'what', 'you', 'pay', 'for']","['overall', 'works', 'like', 'charm', 'makes', 'perfect', 'coffee', 'every', 'morning', 'sturdy', 'design', 'built', 'last', 'get', 'pay']","['overall', 'work', 'like', 'charm', 'make', 'perfect', 'coffee', 'every', 'morning', 'sturdy', 'design', 'built', 'last', 'get', 'pay']"
"EDIT: After more use, Standard quality, nothing remarkable. Disappointed overall.",3,True,6,neutral,"edit: after more use, standard quality, nothing remarkable. disappointed overall.","['edit', 'after', 'more', 'use', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']","['edit', 'use', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']","['edit', 'use', 'standard', 'quality', 'nothing', 'remarkable', 'disappointed', 'overall']"
"After using it for a month, Screen is too small and hard to read. Poor build quality, feels cheap and plastic. Highly recommend!",1,True,28,negative,"after using it for a month, screen is too small and hard to read. poor build quality, feels cheap and plastic. highly recommend!","['after', 'using', 'it', 'for', 'month', 'screen', 'is', 'too', 'small', 'and', 'hard', 'to', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'and', 'plastic', 'highly', 'recommend']","['using', 'month', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feels', 'cheap', 'plastic', 'highly', 'recommend']","['using', 'month', 'screen', 'small', 'hard', 'read', 'poor', 'build', 'quality', 'feel', 'cheap', 'plastic', 'highly', 'recommend']"
"To be honest, Washes well, no fading or shrinking. Excellent quality fabric, feels soft and durable. One star is too generous.",4,True,7,positive,"to be honest, washes well, no fading or shrinking. excellent quality fabric, feels soft and durable. one star is too generous.","['to', 'be', 'honest', 'washes', 'well', 'no', 'fading', 'or', 'shrinking', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'and', 'durable', 'one', 'star', 'is', 'too', 'generous']","['honest', 'washes', 'well', 'fading', 'shrinking', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'durable', 'one', 'star', 'generous']","['honest', 'wash', 'well', 'fading', 'shrinking', 'excellent', 'quality', 'fabric', 'feel', 'soft', 'durable', 'one', 'star', 'generous']"
"Camera is terrible, blurry photos even in daylight. Overheats after just 10 minutes of use. Save your money.",1,False,25,negative,"camera is terrible, blurry photos even in daylight. overheats after just 10 minutes of use. save your money.","['camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'overheats', 'after', 'just', '10', 'minutes', 'of', 'use', 'save', 'your', 'money']","['camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'overheats', '10', 'minutes', 'use', 'save', 'money']","['camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'overheats', '10', 'minute', 'use', 'save', 'money']"
"Overall, Runs very small, order 2 sizes up! Runs very small, order 2 sizes up! Total waste of money. Check my blog: www.reviews.com/mypost",2,False,24,negative,"overall, runs very small, order 2 sizes up! runs very small, order 2 sizes up! total waste of money. check my blog:","['overall', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'total', 'waste', 'of', 'money', 'check', 'my', 'blog']","['overall', 'runs', 'small', 'order', 'sizes', 'runs', 'small', 'order', 'sizes', 'total', 'waste', 'money', 'check', 'blog']","['overall', 'run', 'small', 'order', 'size', 'run', 'small', 'order', 'size', 'total', 'waste', 'money', 'check', 'blog']"
"To be honest, Consumes too much power. Save your money.",1,True,19,negative,"to be honest, consumes too much power. save your money.","['to', 'be', 'honest', 'consumes', 'too', 'much', 'power', 'save', 'your', 'money']","['honest', 'consumes', 'much', 'power', 'save', 'money']","['honest', 'consumes', 'much', 'power', 'save', 'money']"
"Powerful and efficient, cleans thoroughly. Disappointed overall.",5,False,46,positive,"powerful and efficient, cleans thoroughly. disappointed overall.","['powerful', 'and', 'efficient', 'cleans', 'thoroughly', 'disappointed', 'overall']","['powerful', 'efficient', 'cleans', 'thoroughly', 'disappointed', 'overall']","['powerful', 'efficient', 'clean', 'thoroughly', 'disappointed', 'overall']"
"EDIT: After more use, Average product for the price point.",3,True,7,neutral,"edit: after more use, average product for the price point.","['edit', 'after', 'more', 'use', 'average', 'product', 'for', 'the', 'price', 'point']","['edit', 'use', 'average', 'product', 'price', 'point']","['edit', 'use', 'average', 'product', 'price', 'point']"
"I must say, Sound quality is awful, tinny and distorted. Battery drains too quickly, barely lasts 3 hours. Highly recommend!",1,False,27,negative,"i must say, sound quality is awful, tinny and distorted. battery drains too quickly, barely lasts 3 hours. highly recommend!","['must', 'say', 'sound', 'quality', 'is', 'awful', 'tinny', 'and', 'distorted', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'highly', 'recommend']","['must', 'say', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'highly', 'recommend']","['must', 'say', 'sound', 'quality', 'awful', 'tinny', 'distorted', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'highly', 'recommend']"
"To be honest, Flimsy construction, feels like it will break. Missing basic features, very disappointed. Not recommended.",1,True,7,negative,"to be honest, flimsy construction, feels like it will break. missing basic features, very disappointed. not recommended.","['to', 'be', 'honest', 'flimsy', 'construction', 'feels', 'like', 'it', 'will', 'break', 'missing', 'basic', 'features', 'very', 'disappointed', 'not', 'recommended']","['honest', 'flimsy', 'construction', 'feels', 'like', 'break', 'missing', 'basic', 'features', 'disappointed', 'recommended']","['honest', 'flimsy', 'construction', 'feel', 'like', 'break', 'missing', 'basic', 'feature', 'disappointed', 'recommended']"
"<p>Color is completely different from the photos. Poor quality material, started falling apart after one wash. You get what you pay for.</p>",1,True,24,negative,"color is completely different from the photos. poor quality material, started falling apart after one wash. you get what you pay for.","['color', 'is', 'completely', 'different', 'from', 'the', 'photos', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash.', 'you', 'get', 'what', 'you', 'pay', 'for']","['color', 'completely', 'different', 'photos', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'get', 'pay']","['color', 'completely', 'different', 'photo', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'get', 'pay']"
"Just received it and Excellent quality fabric, feels soft and durable. Great value for money, highly recommend! One star is too generous.",5,True,1,positive,"just received it and excellent quality fabric, feels soft and durable. great value for money, highly recommend! one star is too generous.","['just', 'received', 'it', 'and', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'and', 'durable', 'great', 'value', 'for', 'money', 'highly', 'recommend', 'one', 'star', 'is', 'too', 'generous']","['received', 'excellent', 'quality', 'fabric', 'feels', 'soft', 'durable', 'great', 'value', 'money', 'highly', 'recommend', 'one', 'star', 'generous']","['received', 'excellent', 'quality', 'fabric', 'feel', 'soft', 'durable', 'great', 'value', 'money', 'highly', 'recommend', 'one', 'star', 'generous']"
"In my opinion, Terrible fit, way too small even though I ordered my size. Worth every penny!",1,True,9,negative,"in my opinion, terrible fit, way too small even though i ordered my size. worth every penny!","['in', 'my', 'opinion', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'worth', 'every', 'penny']","['opinion', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'worth', 'every', 'penny']","['opinion', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'worth', 'every', 'penny']"
"Overall, Decent performance, not amazing but okay. Five stars from me! Check my blog: www.reviews.com/mypost",3,True,9,neutral,"overall, decent performance, not amazing but okay. five stars from me! check my blog:","['overall', 'decent', 'performance', 'not', 'amazing', 'but', 'okay', 'five', 'stars', 'from', 'me', 'check', 'my', 'blog']","['overall', 'decent', 'performance', 'amazing', 'okay', 'five', 'stars', 'check', 'blog']","['overall', 'decent', 'performance', 'amazing', 'okay', 'five', 'star', 'check', 'blog']"
"My experience: Super fast performance, handles multitasking effortlessly. One star is too generous. Contact me: reviewer@email.com",5,True,31,positive,"my experience: super fast performance, handles multitasking effortlessly. one star is too generous. contact me: reviewer@email.com","['my', 'experience', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'one', 'star', 'is', 'too', 'generous', 'contact', 'me', 'reviewer', 'email.com']","['experience', 'super', 'fast', 'performance', 'handles', 'multitasking', 'effortlessly', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']","['experience', 'super', 'fast', 'performance', 'handle', 'multitasking', 'effortlessly', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']"
Great features for the price. Worth every penny!,5,True,4,positive,great features for the price. worth every penny!,"['great', 'features', 'for', 'the', 'price', 'worth', 'every', 'penny']","['great', 'features', 'price', 'worth', 'every', 'penny']","['great', 'feature', 'price', 'worth', 'every', 'penny']"
"In my opinion, Camera is terrible, blurry photos even in daylight. Battery drains too quickly, barely lasts 3 hours. Disappointed overall.",2,False,17,negative,"in my opinion, camera is terrible, blurry photos even in daylight. battery drains too quickly, barely lasts 3 hours. disappointed overall.","['in', 'my', 'opinion', 'camera', 'is', 'terrible', 'blurry', 'photos', 'even', 'in', 'daylight', 'battery', 'drains', 'too', 'quickly', 'barely', 'lasts', 'hours', 'disappointed', 'overall']","['opinion', 'camera', 'terrible', 'blurry', 'photos', 'even', 'daylight', 'battery', 'drains', 'quickly', 'barely', 'lasts', 'hours', 'disappointed', 'overall']","['opinion', 'camera', 'terrible', 'blurry', 'photo', 'even', 'daylight', 'battery', 'drain', 'quickly', 'barely', 'last', 'hour', 'disappointed', 'overall']"
"Honestly, Standard quality, nothing remarkable. Five stars from me!",3,True,3,neutral,"honestly, standard quality, nothing remarkable. five stars from me!","['honestly', 'standard', 'quality', 'nothing', 'remarkable', 'five', 'stars', 'from', 'me']","['honestly', 'standard', 'quality', 'nothing', 'remarkable', 'five', 'stars']","['honestly', 'standard', 'quality', 'nothing', 'remarkable', 'five', 'star']"
"Just received it and Way too loud, sounds like a jet engine. Total waste of money. Contact me: reviewer@email.com",1,True,6,negative,"just received it and way too loud, sounds like a jet engine. total waste of money. contact me: reviewer@email.com","['just', 'received', 'it', 'and', 'way', 'too', 'loud', 'sounds', 'like', 'jet', 'engine', 'total', 'waste', 'of', 'money', 'contact', 'me', 'reviewer', 'email.com']","['received', 'way', 'loud', 'sounds', 'like', 'jet', 'engine', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']","['received', 'way', 'loud', 'sound', 'like', 'jet', 'engine', 'total', 'waste', 'money', 'contact', 'reviewer', 'email.com']"
Great features for the price. Save your money. Check my blog: www.reviews.com/mypost,5,True,42,positive,great features for the price. save your money. check my blog:,"['great', 'features', 'for', 'the', 'price', 'save', 'your', 'money', 'check', 'my', 'blog']","['great', 'features', 'price', 'save', 'money', 'check', 'blog']","['great', 'feature', 'price', 'save', 'money', 'check', 'blog']"
<p>Just received it and Easy to clean and maintain. Five stars from me!</p>,5,True,38,positive,just received it and easy to clean and maintain. five stars from me!,"['just', 'received', 'it', 'and', 'easy', 'to', 'clean', 'and', 'maintain', 'five', 'stars', 'from', 'me']","['received', 'easy', 'clean', 'maintain', 'five', 'stars']","['received', 'easy', 'clean', 'maintain', 'five', 'star']"
"After using it for a month, Takes up too much space, too bulky. Worth every penny!",1,True,24,negative,"after using it for a month, takes up too much space, too bulky. worth every penny!","['after', 'using', 'it', 'for', 'month', 'takes', 'up', 'too', 'much', 'space', 'too', 'bulky', 'worth', 'every', 'penny']","['using', 'month', 'takes', 'much', 'space', 'bulky', 'worth', 'every', 'penny']","['using', 'month', 'take', 'much', 'space', 'bulky', 'worth', 'every', 'penny']"
"Just received it and Decent for the price, but not great. Perfect for my needs.",3,False,0,neutral,"just received it and decent for the price, but not great. perfect for my needs.","['just', 'received', 'it', 'and', 'decent', 'for', 'the', 'price', 'but', 'not', 'great', 'perfect', 'for', 'my', 'needs']","['received', 'decent', 'price', 'great', 'perfect', 'needs']","['received', 'decent', 'price', 'great', 'perfect', 'need']"
"My experience: Poor quality material, started falling apart after one wash. Worth every penny!",2,True,23,negative,"my experience: poor quality material, started falling apart after one wash. worth every penny!","['my', 'experience', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'after', 'one', 'wash.', 'worth', 'every', 'penny']","['experience', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'worth', 'every', 'penny']","['experience', 'poor', 'quality', 'material', 'started', 'falling', 'apart', 'one', 'wash.', 'worth', 'every', 'penny']"
"In my opinion, Fits okay, material is average. Perfect for my needs.",3,True,0,neutral,"in my opinion, fits okay, material is average. perfect for my needs.","['in', 'my', 'opinion', 'fits', 'okay', 'material', 'is', 'average', 'perfect', 'for', 'my', 'needs']","['opinion', 'fits', 'okay', 'material', 'average', 'perfect', 'needs']","['opinion', 'fit', 'okay', 'material', 'average', 'perfect', 'need']"
"My experience: Terrible fit, way too small even though I ordered my size. Save your money. Check my blog: www.reviews.com/mypost",1,True,28,negative,"my experience: terrible fit, way too small even though i ordered my size. save your money. check my blog:","['my', 'experience', 'terrible', 'fit', 'way', 'too', 'small', 'even', 'though', 'ordered', 'my', 'size', 'save', 'your', 'money', 'check', 'my', 'blog']","['experience', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'save', 'money', 'check', 'blog']","['experience', 'terrible', 'fit', 'way', 'small', 'even', 'though', 'ordered', 'size', 'save', 'money', 'check', 'blog']"
"<p>I must say, Missing basic features, very disappointed. Consumes too much power. One star is too generous.</p> Contact me: reviewer@email.com",2,True,26,negative,"i must say, missing basic features, very disappointed. consumes too much power. one star is too generous. contact me: reviewer@email.com","['must', 'say', 'missing', 'basic', 'features', 'very', 'disappointed', 'consumes', 'too', 'much', 'power', 'one', 'star', 'is', 'too', 'generous', 'contact', 'me', 'reviewer', 'email.com']","['must', 'say', 'missing', 'basic', 'features', 'disappointed', 'consumes', 'much', 'power', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']","['must', 'say', 'missing', 'basic', 'feature', 'disappointed', 'consumes', 'much', 'power', 'one', 'star', 'generous', 'contact', 'reviewer', 'email.com']"
"UPDATE: Runs very small, order 2 sizes up! Five stars from me!",1,True,5,negative,"update: runs very small, order 2 sizes up! five stars from me!","['update', 'runs', 'very', 'small', 'order', 'sizes', 'up', 'five', 'stars', 'from', 'me']","['update', 'runs', 'small', 'order', 'sizes', 'five', 'stars']","['update', 'run', 'small', 'order', 'size', 'five', 'star']"
